Job_ID,Job_Title,Company,Location,Salary,Experience,Skills,Education,Job_Type,Posted_Days_Ago,Applicants,Rating,Department,Industry,Status
1380,Business Analyst,SmartSoft,Chennai,9.9 LPA,2-5,"Excel, Python, NumPy, SQL, Machine Learning, Statistics",MCA,Full Time,30,449,4.4,AI,Finance,Closed
1381,Data Analyst,SmartSoft,,302299,0-2,"NumPy, Statistics, Pandas, SQL",B.Tech,Full Time,36,366,4.6,IT,Finance,Closed
1382,SQL Developer,DataCorp,hyderabad ,,Fresher,"NumPy, Excel, Python, Power BI, Machine Learning",,Remote,27,192,3.4,Data Engineering,Retail,Closed
1383,ML Engineer,AnalyticsHub,Bengaluru,,,"Pandas, NumPy, Azure, Power BI, Python, Tableau",BSc,Full Time,4,314,4.3,IT,Finance,Closed
1384,Business Analyst,DataCorp,Bhopal,12.4 LPA,,"Pandas, Machine Learning, Excel, Azure",BSc,Internship,159,360,2.5,Analytics,Healthcare,On Hold
1385,Data Scientist,ByteWorks,Indore,1001654,5+,"NumPy, Excel, Pandas, Python, Azure",,Full Time,11,35,3.5,IT,Retail,Open
1386,BI Developer,SmartSoft,Mumbai,8.2 LPA,3-6,"Statistics, Python, Power BI",MCA,Internship,56,163,3.2,Data Engineering,Finance,Closed
1387,Power BI Developer,AnalyticsHub,Delhi,,5+,"SQL, Power BI, Azure, Statistics, Tableau, Excel",MCA,Contract,173,425,3.1,IT,IT,Open
1388,BI Developer,VisionData, indore ,8.5 LPA,1-3,"NumPy, Power BI, Pandas",M.Tech,Internship,127,342,2.8,Analytics,IT,Open
1389,Data Analyst,ByteWorks,hyderabad ,,3-6,"Python, Statistics, Pandas, Machine Learning",B.Tech,Contract,71,106,4.6,Business,IT,Closed
1390,Power BI Developer,AnalyticsHub,Indore,15.7 LPA,Fresher,"Python, Excel, Statistics, Power BI",B.Tech,Full Time,9,301,2.6,Data Engineering,E-commerce,Open
1391,Data Analyst,InsightIQ,Hyderabad,,1-3,"Statistics, NumPy, SQL",,Contract,16,171,3.9,Data Engineering,Finance,On Hold
1392,Power BI Developer,VisionData,Bhopal,,0-2,"Azure, Excel, Python",MCA,Remote,43,273,4.8,Analytics,E-commerce,Open
1393,BI Developer,SmartSoft,Indore,,,"Power BI, Pandas, SQL, Azure",BSc,Internship,18,424,4.7,Analytics,IT,Closed
1394,Business Analyst,DataCorp, ,,5+,"Excel, Python, Pandas, Azure",BSc,Internship,170,216,4.0,Business,Retail,On Hold
1395,SQL Developer,SmartSoft,Delhi,1195779,,"Python, SQL, Pandas, NumPy, Excel",BCA,Internship,104,474,3.1,Data Engineering,E-commerce,On Hold
1396,Business Analyst,InsightIQ,Pune,,2-5,"Python, SQL, Pandas, NumPy, Machine Learning",MCA,Remote,113,263,4.6,Data Engineering,IT,On Hold
1397,SQL Developer,FutureAI, ,981290,,"NumPy, Pandas, SQL, Excel",BSc,Full Time,34,165,3.4,Business,Retail,Closed
1398,Data Engineer,TechNova,Mumbai,3.4 LPA,Fresher,"Pandas, Machine Learning, NumPy, Excel",B.Tech,Contract,31,395,3.6,Business,Healthcare,Closed
1399,Data Scientist,SmartSoft,Bhopal,,5+,"Azure, SQL, Power BI, Tableau",B.Tech,Contract,134,219,2.6,AI,IT,Open
1400,Data Engineer,SmartSoft,Indore,,5+,"Tableau, Azure, Power BI, Statistics",BCA,Full Time,36,301,3.0,Analytics,IT,On Hold
1401,SQL Developer,FutureAI,Pune,1363624,3-6,"Machine Learning, Python, SQL, Azure",B.Tech,Remote,169,329,4.0,IT,Finance,Open
1402,Power BI Developer,InsightIQ,Indore,549699,Fresher,"Excel, Pandas, Azure, Statistics",MCA,Internship,5,481,2.8,AI,Finance,Closed
1403,data engineer ,SmartSoft, indore ,1631809,,"Power BI, Tableau, NumPy, Azure, SQL, Excel",,Contract,78,200,4.9,Data Engineering,Healthcare,Closed
1404,Data Engineer,AnalyticsHub,Bengaluru,,1-3,"Tableau, Python, Pandas, Azure, Excel, SQL",,Full Time,71,194,4.1,Data Engineering,E-commerce,On Hold
1405,ML Engineer,ByteWorks,Delhi,,5+,"Machine Learning, Statistics, Excel, Azure, Pandas, Power BI",BCA,Remote,126,110,3.6,Business,Healthcare,On Hold
1406,Data Analyst,FutureAI,Hyderabad,,0-2,"Excel, Power BI, Python, Pandas, Machine Learning",,Remote,156,287,3.0,AI,Healthcare,Open
1407,Data Analyst,InsightIQ,Bengaluru,,2-5,"Azure, Machine Learning, Python, Power BI, NumPy, Pandas",MCA,Internship,2,26,3.6,AI,Finance,On Hold
1408,business analyst ,ByteWorks,Bengaluru,,5+,"Azure, Python, NumPy, Excel",BSc,Full Time,61,287,4.8,Analytics,Retail,Open
1409,BI Developer,ByteWorks,Indore,1718899,5+,"Statistics, Machine Learning, SQL, Power BI, Python",BCA,Full Time,79,107,3.4,Analytics,Finance,Closed
1410,Data Scientist,InsightIQ,Hyderabad,694454,5+,"Excel, Azure, NumPy, Tableau, Power BI",BSc,Full Time,70,444,2.9,AI,Finance,Closed
1411,Data Scientist,TechNova,Mumbai,,2-5,"Power BI, Statistics, Pandas, NumPy, Machine Learning",BCA,Internship,141,366,4.2,AI,Healthcare,Closed
1412,ML Engineer,ByteWorks,Bhopal,1565900,Fresher,"Tableau, Pandas, Python",MCA,Contract,88,424,3.4,IT,Retail,On Hold
1413,Power BI Developer,SmartSoft,Hyderabad,691070,0-2,"Pandas, Power BI, NumPy",MCA,Contract,98,48,5.0,IT,IT,On Hold
1414,Data Scientist,InsightIQ,Delhi,,Fresher,"NumPy, Machine Learning, Pandas, Statistics, Azure",M.Tech,Contract,134,60,3.8,Business,Retail,Open
1415,ML Engineer,TechNova,Hyderabad,,3-6,"Azure, Python, Pandas",M.Tech,Contract,18,223,4.4,Analytics,Healthcare,Closed
1416,SQL Developer,AnalyticsHub,Bhopal,,0-2,"Machine Learning, Statistics, Power BI",BCA,Contract,58,423,4.4,Data Engineering,E-commerce,Open
1417,Data Engineer,AnalyticsHub,Delhi,5.3 LPA,1-3,"Statistics, Machine Learning, SQL, Azure, Power BI",BSc,Full Time,173,74,3.9,IT,IT,Open
1418,data scientist ,DataCorp,Mumbai,8.7 LPA,1-3,"Power BI, NumPy, Machine Learning, Pandas, Azure",M.Tech,Full Time,73,321,3.1,Analytics,E-commerce,On Hold
1419,Data Analyst,InsightIQ,Chennai,1081214,2-5,"Tableau, Excel, Pandas, Azure",B.Tech,Full Time,82,8,3.5,Data Engineering,IT,On Hold
1420,data scientist ,VisionData,Pune,6.2 LPA,5+,"Azure, Power BI, Pandas, NumPy, Statistics, Python",M.Tech,Full Time,13,374,3.8,IT,E-commerce,Open
1421,SQL Developer,AnalyticsHub,Chennai,,2-5,"SQL, Statistics, Excel, NumPy",MCA,Full Time,6,183,2.8,Data Engineering,Retail,Closed
1422,Data Engineer,AnalyticsHub,Indore,1547505,1-3,"NumPy, Tableau, Machine Learning",BSc,Contract,13,5,4.5,IT,IT,Open
1423,Data Engineer,TechNova, ,,3-6,"Statistics, Excel, NumPy, Tableau, Pandas, Python",BSc,Remote,115,389,3.5,IT,IT,Closed
1424,Data Engineer,FutureAI,Bhopal,,3-6,"Azure, Excel, Tableau",,Internship,61,403,3.6,Data Engineering,IT,Open
1425,Data Engineer,DataCorp,Hyderabad,1236183,0-2,"Excel, Statistics, Power BI",BSc,Remote,15,51,3.9,IT,Finance,Open
1426,Data Analyst,AnalyticsHub,Bhopal,14.9 LPA,,"Excel, Statistics, Power BI",,Remote,133,62,4.3,Business,Finance,Closed
1427,ML Engineer,VisionData,Indore,,2-5,"Excel, Statistics, SQL",,Contract,165,248,3.6,IT,IT,Open
1428,Data Analyst,SmartSoft,Indore,838924,2-5,"Machine Learning, Power BI, SQL",B.Tech,Remote,61,137,3.9,Analytics,E-commerce,On Hold
1429,Data Scientist,FutureAI,Bengaluru,1409574,1-3,"SQL, Power BI, Excel, NumPy, Python",BSc,Contract,107,310,3.7,Data Engineering,Retail,Closed
1430,SQL Developer,DataCorp,Delhi,,,"Pandas, SQL, Power BI, Excel, Azure",BCA,Remote,61,299,3.4,Analytics,Finance,On Hold
1431,ML Engineer,SmartSoft,Bengaluru,1336871,,"Pandas, NumPy, Excel, Python, Power BI, Machine Learning",B.Tech,Internship,35,111,4.2,AI,Retail,Open
1432,Data Analyst,FutureAI,Bhopal,6.1 LPA,Fresher,"Tableau, Pandas, Statistics, SQL, Excel",MCA,Remote,24,350,3.2,Analytics,Healthcare,Open
1433,Power BI Developer,FutureAI,Chennai,14.1 LPA,Fresher,"Statistics, Excel, SQL, Tableau, Azure",BSc,Remote,80,193,3.8,Data Engineering,Retail,On Hold
1434,SQL Developer,AnalyticsHub, ,3.4 LPA,5+,"Python, Excel, Pandas, Tableau, NumPy, SQL",BCA,Full Time,88,295,4.9,IT,E-commerce,Open
1435,Data Analyst,FutureAI, ,1554747,2-5,"NumPy, Python, Pandas, Power BI",,Internship,148,48,2.7,Business,Finance,Open
1436,SQL Developer,VisionData,Indore,703868,,"Tableau, NumPy, SQL, Azure",MCA,Contract,173,229,3.8,Data Engineering,Healthcare,On Hold
1437,BI Developer,VisionData,Mumbai,523253,2-5,"Tableau, NumPy, Python, Power BI, SQL, Machine Learning",BSc,Full Time,141,317,3.8,Analytics,IT,Closed
1438,Power BI Developer,AnalyticsHub,Bhopal,1152245,0-2,"NumPy, Excel, Machine Learning",M.Tech,Remote,93,426,3.4,IT,Retail,Open
1439,Data Analyst,VisionData,Pune,4.1 LPA,5+,"Azure, Tableau, Pandas, SQL, Excel, Statistics",B.Tech,Full Time,53,329,4.6,Business,IT,Closed
1440,ML Engineer,DataCorp,Chennai,1749243,3-6,"Machine Learning, Excel, Power BI, Python, Statistics, SQL",M.Tech,Contract,68,296,2.6,Analytics,Healthcare,On Hold
1441,Data Engineer,ByteWorks, ,,1-3,"Excel, NumPy, Power BI",,Remote,60,348,4.0,Data Engineering,E-commerce,Open
1442,Data Engineer,DataCorp,Chennai,,,"NumPy, Tableau, Excel, Statistics",BSc,Full Time,153,358,4.3,AI,E-commerce,Open
1443,Data Analyst,DataCorp,Delhi,,0-2,"NumPy, Pandas, Power BI, Python, Machine Learning",M.Tech,Contract,91,132,2.7,IT,E-commerce,Closed
1444,SQL Developer,VisionData, ,410564,,"Excel, SQL, Machine Learning, Azure, Statistics",M.Tech,Full Time,166,300,3.6,AI,Healthcare,On Hold
1445,SQL Developer,SmartSoft,Hyderabad,1569514,1-3,"Power BI, Tableau, Python, Statistics, Machine Learning, Pandas",,Full Time,107,205,3.8,Analytics,Finance,Open
1446,bi developer ,TechNova,Pune,10.2 LPA,1-3,"Excel, Pandas, NumPy, Python, Azure, SQL",BCA,Internship,165,87,4.3,AI,IT,On Hold
1447,Data Analyst,DataCorp,Bhopal,,5+,"Python, Pandas, Excel, SQL",BSc,Contract,68,86,3.2,Data Engineering,Healthcare,Open
1448,SQL Developer,VisionData,Mumbai,,5+,"Power BI, Tableau, Excel",B.Tech,Full Time,171,376,3.8,Analytics,Healthcare,Closed
1449,ML Engineer,SmartSoft,Indore,1037260,1-3,"Python, Tableau, SQL, Power BI, Excel",BSc,Internship,76,429,3.3,Analytics,E-commerce,Open
1450,Data Engineer,FutureAI,Pune,,5+,"Pandas, SQL, Statistics, Python",M.Tech,Internship,9,324,4.9,IT,Retail,Closed
1451,data scientist  ,FutureAI,Bhopal,,,"Pandas, Azure, Power BI, Statistics, SQL, Tableau",B.Tech,Internship,155,346,2.5,Data Engineering,Finance,Closed
1452,ML Engineer,FutureAI,Delhi,9.4 LPA,0-2,"Tableau, Power BI, Azure, Python",BCA,Contract,172,264,3.8,IT,Finance,Closed
1453,Data Analyst,VisionData,Mumbai,,,"NumPy, Machine Learning, SQL, Statistics",BSc,Internship,72,127,4.3,IT,Retail,On Hold
1454,Data Analyst,ByteWorks,Pune,,,"Statistics, Machine Learning, Azure, Python",M.Tech,Contract,155,139,4.7,Business,IT,Open
1455,Power BI Developer,ByteWorks,Indore,,1-3,"Azure, Pandas, Tableau, Power BI, SQL, Statistics",MCA,Full Time,140,267,3.0,Analytics,E-commerce,On Hold
1456,Power BI Developer,VisionData,Delhi,,2-5,"Tableau, Power BI, NumPy, SQL, Statistics",M.Tech,Contract,116,8,3.5,Analytics,Retail,On Hold
1457,Data Scientist,TechNova, ,847067,,"Pandas, Python, SQL",M.Tech,Contract,114,52,3.3,Business,Healthcare,Closed
1458,power bi developer ,SmartSoft,Bengaluru,1185789,1-3,"Machine Learning, Python, Azure, Statistics, Tableau, NumPy",M.Tech,Internship,52,145,4.2,AI,E-commerce,On Hold
1459,Power BI Developer,AnalyticsHub,Chennai,,1-3,"Azure, Statistics, Machine Learning, Python, Power BI, NumPy",BSc,Full Time,34,422,4.3,AI,Finance,On Hold
1460,Data Engineer,TechNova,Hyderabad,17.4 LPA,3-6,"SQL, NumPy, Power BI, Statistics, Excel, Python",BSc,Remote,109,381,2.9,Business,Healthcare,On Hold
1461,Data Analyst,VisionData,Hyderabad,,1-3,"Pandas, Excel, Tableau",M.Tech,Contract,56,9,4.3,Analytics,IT,Open
1462,Data Analyst,FutureAI,Mumbai,4.3 LPA,0-2,"NumPy, Statistics, Pandas, Tableau",,Remote,117,179,3.8,Business,IT,Open
1463,ML Engineer,FutureAI,Delhi,,3-6,"Machine Learning, Pandas, Power BI, Python, SQL, Excel",M.Tech,Remote,62,119,2.8,Analytics,Finance,Open
1464,SQL Developer,AnalyticsHub,Bhopal,1299875,2-5,"Machine Learning, NumPy, Pandas, Python",BSc,Contract,91,236,3.7,Business,Finance,On Hold
1465,SQL Developer,FutureAI,Chennai,,,"Power BI, Pandas, Excel, NumPy, Statistics, Tableau",BSc,Contract,175,146,4.1,AI,E-commerce,On Hold
1466,ML Engineer,SmartSoft, ,1264051,2-5,"Power BI, Machine Learning, Excel, NumPy, Statistics",MCA,Remote,72,12,3.2,IT,IT,Closed
1467,Data Scientist,ByteWorks,Chennai,1035538,,"NumPy, Machine Learning, SQL, Power BI, Tableau, Excel",BCA,Internship,15,318,4.0,Analytics,IT,On Hold
1468,BI Developer,ByteWorks,Hyderabad,,3-6,"Python, Pandas, Machine Learning, Excel, Power BI",BSc,Remote,93,125,3.4,IT,Finance,On Hold
1469,Data Analyst,FutureAI,Chennai,1733483,Fresher,"Pandas, Azure, Python, Machine Learning",M.Tech,Full Time,17,30,4.3,AI,E-commerce,On Hold
1470,Data Engineer,DataCorp,Bhopal,,3-6,"Pandas, SQL, Statistics, Tableau, Machine Learning",B.Tech,Contract,128,110,4.4,Business,Healthcare,Closed
1471,SQL Developer,TechNova,Bengaluru,,5+,"SQL, Tableau, Statistics, Excel, Pandas, Machine Learning",MCA,Remote,102,343,4.1,Business,E-commerce,Open
1472,Data Analyst,DataCorp,Bengaluru,,5+,"Machine Learning, Power BI, Azure",BCA,Internship,177,118,2.5,IT,E-commerce,On Hold
1473,ML Engineer,VisionData,Pune,,0-2,"NumPy, Pandas, Tableau, Statistics",B.Tech,Contract,14,181,2.7,Analytics,E-commerce,Closed
1474,BI Developer,SmartSoft,Mumbai,747142,0-2,"Python, Tableau, NumPy, Power BI, Excel, SQL",BSc,Remote,76,442,3.3,IT,IT,Open
1475,SQL Developer,AnalyticsHub,Mumbai,5.5 LPA,Fresher,"Azure, Tableau, Statistics, Python, Pandas",M.Tech,Remote,105,158,4.8,Business,Retail,Closed
1476,Data Analyst,InsightIQ,Mumbai,4.1 LPA,3-6,"Excel, SQL, Azure",BSc,Internship,68,461,4.9,Business,Healthcare,On Hold
1477,SQL Developer,ByteWorks,Mumbai,1637344,3-6,"Machine Learning, Excel, Azure",M.Tech,Full Time,147,267,3.3,Analytics,Finance,On Hold
1478,Data Scientist,AnalyticsHub,,5.7 LPA,3-6,"Machine Learning, Azure, SQL, Excel, Pandas, Power BI",M.Tech,Full Time,140,456,4.3,Analytics,IT,Open
1479,BI Developer,InsightIQ,Bhopal,4.9 LPA,5+,"Tableau, Pandas, Excel",M.Tech,Contract,147,237,4.4,IT,IT,On Hold
1480,BI Developer,DataCorp,hyderabad ,10.1 LPA,1-3,"Power BI, SQL, Machine Learning",,Remote,22,100,3.1,AI,Healthcare,Closed
1481,bi developer ,TechNova,Chennai,,2-5,"Python, SQL, Machine Learning, Statistics",M.Tech,Full Time,171,364,2.7,Analytics,E-commerce,On Hold
1482,ML Engineer,FutureAI,Mumbai,,1-3,"Machine Learning, Statistics, Tableau, Azure, Power BI, Pandas",B.Tech,Internship,152,302,2.7,Business,E-commerce,On Hold
1483,Data Analyst,VisionData,Bhopal,1735366,5+,"Machine Learning, Power BI, Python, Excel, Statistics",,Remote,164,194,4.2,Analytics,IT,Open
1484,Power BI Developer,InsightIQ,Pune,9.1 LPA,5+,"Power BI, Tableau, Azure, Pandas",B.Tech,Remote,91,475,4.1,IT,Retail,On Hold
1485,Data Analyst,TechNova,Mumbai,1501532,3-6,"Power BI, Python, Excel, Machine Learning, Azure, NumPy",BCA,Internship,169,409,4.1,AI,Retail,Open
1486,Data Analyst,SmartSoft,Bengaluru,722024,3-6,"Statistics, NumPy, Python, Machine Learning",BSc,Remote,32,130,4.5,Data Engineering,Retail,Open
1487,Data Engineer,TechNova,Pune,1001868,5+,"Azure, Machine Learning, SQL, Power BI",M.Tech,Remote,4,412,3.5,AI,E-commerce,Open
1488,BI Developer,SmartSoft,Delhi,,5+,"Power BI, Tableau, Python, Excel",M.Tech,Contract,10,367,3.9,AI,IT,On Hold
1489,Data Engineer,VisionData, ,,0-2,"Pandas, Azure, Tableau, SQL, Python",M.Tech,Remote,135,260,4.8,Business,Retail,Closed
1490,Data Analyst,DataCorp,Bhopal,12.7 LPA,,"Azure, Excel, SQL, NumPy, Statistics, Python",,Internship,142,195,2.5,AI,Retail,On Hold
1491,BI Developer,ByteWorks,Hyderabad,334972,3-6,"NumPy, SQL, Python, Statistics, Tableau",BCA,Contract,78,37,4.0,Analytics,Healthcare,Closed
1492,Data Engineer,DataCorp,Delhi,4.9 LPA,2-5,"Machine Learning, Excel, Tableau",BCA,Full Time,144,169,4.3,IT,Retail,Closed
1493,Data Engineer,VisionData,Pune,,3-6,"Statistics, Tableau, Pandas",BCA,Contract,169,480,4.2,IT,Finance,On Hold
1494,ML Engineer,TechNova,Delhi,,3-6,"Statistics, Python, SQL, Tableau",M.Tech,Contract,109,274,4.3,Business,Retail,Closed
1495,BI Developer,ByteWorks,Chennai,,1-3,"Statistics, Python, Pandas, Power BI, NumPy, Tableau",BCA,Full Time,59,182,4.1,Analytics,Retail,Closed
1496,Data Scientist,DataCorp,Bengaluru,,3-6,"Machine Learning, Power BI, NumPy, Statistics, Tableau",MCA,Internship,109,227,3.3,Analytics,IT,On Hold
1497,Data Scientist,ByteWorks, indore ,,1-3,"Pandas, Tableau, Machine Learning, SQL, Power BI, Statistics",B.Tech,Remote,112,271,4.0,IT,IT,Open
1498,Data Analyst,DataCorp,Mumbai,8.9 LPA,3-6,"Machine Learning, Statistics, Power BI, Python",MCA,Internship,44,472,3.2,IT,E-commerce,Closed
1499,Power BI Developer,TechNova,Bhopal,,,"Tableau, Power BI, NumPy, Excel",,Full Time,70,4,4.5,IT,Healthcare,On Hold
1500,Power BI Developer,VisionData,Chennai,,Fresher,"SQL, Machine Learning, Excel",BSc,Contract,66,139,3.5,Analytics,Healthcare,Open
1501,Business Analyst,SmartSoft,Pune,,Fresher,"Pandas, Python, Azure, Excel",,Contract,52,202,4.8,AI,E-commerce,On Hold
1502,Data Engineer,TechNova,Pune,9.7 LPA,Fresher,"SQL, Power BI, Machine Learning",BSc,Contract,166,429,4.1,Data Engineering,Finance,Open
1503,BI Developer,AnalyticsHub,Mumbai,,2-5,"NumPy, Machine Learning, Statistics, Tableau, SQL, Python",MCA,Contract,73,383,3.5,Business,E-commerce,On Hold
1504,Data Scientist,SmartSoft,Chennai,1697340,1-3,"NumPy, Machine Learning, SQL",BSc,Full Time,39,293,4.2,AI,Healthcare,Open
1505,Business Analyst,AnalyticsHub, ,,5+,"Azure, Power BI, Machine Learning, SQL, NumPy",M.Tech,Remote,69,225,3.6,AI,Retail,Closed
1506,ML Engineer,FutureAI,Hyderabad,,,"NumPy, Python, Machine Learning",MCA,Remote,168,252,2.8,Business,E-commerce,Open
1507,BI Developer,DataCorp,Mumbai,17.2 LPA,0-2,"Python, Tableau, Azure, Excel",BSc,Remote,119,63,5.0,Analytics,IT,Open
1508,ML Engineer,DataCorp,Bengaluru,,5+,"Tableau, NumPy, Statistics, Pandas, SQL",M.Tech,Remote,34,88,3.4,AI,Retail,On Hold
1509,BI Developer,DataCorp,Delhi,,3-6,"Pandas, Tableau, SQL, NumPy, Power BI",BSc,Contract,119,109,4.0,AI,Finance,Open
1510,SQL Developer,FutureAI,Chennai,,1-3,"Statistics, Machine Learning, Azure, Power BI",M.Tech,Full Time,167,209,3.5,IT,E-commerce,Closed
1511,SQL Developer,TechNova,Bengaluru,,Fresher,"Excel, Pandas, Power BI",MCA,Full Time,64,205,4.5,Business,IT,Closed
1512,Data Analyst,AnalyticsHub,Chennai,,1-3,"Azure, NumPy, Excel, Power BI, Python, Tableau",BSc,Remote,9,62,3.7,IT,E-commerce,Closed
1513,Data Analyst,DataCorp,Chennai,1029671,5+,"Python, SQL, NumPy",B.Tech,Remote,117,293,4.5,AI,E-commerce,Open
1514,Data Scientist,ByteWorks,Hyderabad,4.5 LPA,5+,"Statistics, Pandas, Power BI, Tableau, NumPy, Machine Learning",M.Tech,Remote,113,205,4.2,AI,Finance,Closed
1515,SQL Developer,InsightIQ,hyderabad ,1154629,3-6,"Excel, Machine Learning, Statistics, NumPy, Tableau, Pandas",M.Tech,Internship,69,398,2.7,IT,Finance,Closed
1516,BI Developer,InsightIQ,Chennai,,5+,"Excel, Python, SQL",BSc,Internship,110,207,4.6,IT,Healthcare,Closed
1517,Data Analyst,SmartSoft,Hyderabad,1775542,,"NumPy, SQL, Tableau, Azure, Python, Statistics",BSc,Remote,93,287,4.5,Business,IT,On Hold
1518,Data Scientist,InsightIQ,Delhi,,2-5,"Machine Learning, Power BI, Pandas, SQL",M.Tech,Full Time,22,414,2.8,IT,Finance,Open
1519,Data Scientist,SmartSoft,Pune,633587,,"Tableau, Power BI, Machine Learning",BSc,Contract,100,500,4.4,AI,Retail,Closed
1520,BI Developer,DataCorp,Bhopal,,3-6,"Pandas, Machine Learning, Excel, SQL, Power BI",B.Tech,Contract,21,109,3.5,Business,Finance,On Hold
1521,ML Engineer,SmartSoft,Delhi,732175,3-6,"Machine Learning, Power BI, Python",BSc,Full Time,137,398,4.7,Business,IT,Closed
1522,BI Developer,TechNova,Bhopal,,Fresher,"Power BI, Azure, Python, NumPy, Statistics, Tableau",BCA,Remote,43,277,3.0,Business,IT,Open
1523,Data Analyst,TechNova,Delhi,,5+,"Statistics, NumPy, Pandas",,Remote,111,55,4.9,IT,Retail,Closed
1524,Power BI Developer,InsightIQ,Bhopal,1183043,2-5,"Azure, Machine Learning, Python, Excel",BCA,Full Time,72,279,3.8,Data Engineering,Retail,On Hold
1525,Business Analyst,VisionData,Bengaluru,6.3 LPA,5+,"Tableau, SQL, Pandas",BSc,Remote,65,314,3.6,AI,IT,On Hold
1526,Power BI Developer,FutureAI,Indore,1735891,3-6,"Pandas, Python, Machine Learning",,Remote,165,7,3.1,IT,Healthcare,On Hold
1527,Data Scientist,AnalyticsHub,Delhi,,3-6,"Azure, NumPy, Python",BCA,Remote,118,488,2.5,AI,Finance,Open
1528,Business Analyst,VisionData,Indore,,0-2,"Excel, SQL, Azure, Machine Learning, NumPy",BCA,Full Time,108,292,4.3,Analytics,E-commerce,On Hold
1529,ML Engineer,FutureAI,Hyderabad,,5+,"Machine Learning, Tableau, Python, SQL, Statistics, Pandas",M.Tech,Full Time,1,209,3.4,IT,Healthcare,Open
1530,Data Analyst,InsightIQ,Bhopal,1747596,1-3,"Tableau, Machine Learning, Azure, Excel, NumPy, SQL",B.Tech,Full Time,38,466,3.9,IT,IT,On Hold
1531,SQL Developer,DataCorp,Chennai,,2-5,"Machine Learning, Statistics, NumPy, Tableau, Pandas",B.Tech,Remote,179,13,3.0,AI,Retail,On Hold
1532,BI Developer,AnalyticsHub,Mumbai,,0-2,"Python, Tableau, SQL, NumPy, Power BI, Excel",BCA,Remote,98,286,3.1,Data Engineering,Retail,Closed
1533,ML Engineer,DataCorp,Chennai,,,"NumPy, Pandas, Python, Azure, Excel, Power BI",BCA,Full Time,58,115,2.9,Data Engineering,Retail,On Hold
1534,Data Analyst,FutureAI,Chennai,,5+,"Machine Learning, NumPy, Tableau, Pandas, Power BI, Python",BCA,Full Time,138,47,5.0,Business,IT,Closed
1535,bi developer ,SmartSoft,,,,"Power BI, NumPy, Python, Excel, Tableau",B.Tech,Full Time,27,26,3.7,Data Engineering,Retail,Closed
1536,Business Analyst,SmartSoft,Pune,,0-2,"NumPy, Machine Learning, Tableau, Statistics, Pandas",MCA,Internship,75,259,3.3,Analytics,Finance,On Hold
1537,Power BI Developer,TechNova,Delhi,,2-5,"Azure, Statistics, Tableau",,Internship,166,367,4.7,Analytics,Finance,On Hold
1538,SQL Developer,SmartSoft,Chennai,,3-6,"Pandas, Statistics, NumPy, Python",BSc,Remote,10,387,4.1,Data Engineering,E-commerce,Closed
1539,Data Scientist,DataCorp,Indore,,2-5,"Pandas, Excel, NumPy, Statistics",BCA,Contract,31,66,3.9,Business,Finance,Open
1540,ML Engineer,AnalyticsHub,Indore,6.0 LPA,,"Pandas, Statistics, Power BI",BCA,Internship,157,301,4.8,AI,Healthcare,Closed
1541,ML Engineer,TechNova,Delhi,,3-6,"Pandas, Python, Azure",BSc,Internship,48,174,3.6,Business,Healthcare,Open
1542,BI Developer,FutureAI,Mumbai,,1-3,"SQL, Power BI, Machine Learning, Azure, Excel",M.Tech,Remote,87,125,2.8,Data Engineering,E-commerce,Open
1543,ML Engineer,SmartSoft,Delhi,,,"Power BI, Machine Learning, Statistics, Azure, SQL",BSc,Internship,93,170,4.5,Business,E-commerce,Closed
1544,Business Analyst,DataCorp,Hyderabad,13.8 LPA,Fresher,"Statistics, Pandas, Python, Machine Learning, SQL, NumPy",MCA,Full Time,23,318,4.9,AI,E-commerce,Closed
1545,ML Engineer,DataCorp,Bengaluru,,,"Excel, Power BI, NumPy, Tableau, Pandas, Azure",BCA,Contract,145,185,4.5,IT,E-commerce,Open
1546,Data Analyst,SmartSoft,Indore,6.5 LPA,Fresher,"Azure, Pandas, Tableau, Power BI, Python, Excel",BSc,Full Time,179,21,2.9,Business,Healthcare,Closed
1547,Data Scientist,SmartSoft,Mumbai,1728382,1-3,"Power BI, Python, Azure",BSc,Contract,17,203,3.2,Business,E-commerce,Open
1548,Data Engineer,TechNova,Bhopal,,1-3,"Python, Tableau, Pandas",BCA,Remote,174,348,3.9,AI,Healthcare,Open
1549,BI Developer,AnalyticsHub,Hyderabad,,Fresher,"Excel, Pandas, Python",M.Tech,Contract,129,487,3.7,IT,E-commerce,Open
1550,ML Engineer,InsightIQ,Delhi,9.7 LPA,2-5,"Statistics, Python, Pandas, Azure, NumPy, Power BI",B.Tech,Contract,169,272,3.4,Analytics,E-commerce,On Hold
1551,Business Analyst,TechNova,Pune,,1-3,"Python, SQL, Machine Learning, Azure, NumPy, Pandas",B.Tech,Internship,11,61,4.6,IT,E-commerce,On Hold
1552,BI Developer,AnalyticsHub,Chennai,1485104,3-6,"Power BI, Excel, Statistics, Machine Learning, SQL",BSc,Internship,151,465,2.8,Data Engineering,Healthcare,Closed
1553,BI Developer,InsightIQ,Indore,1567430,,"SQL, Pandas, Excel",MCA,Contract,117,154,4.2,Analytics,Healthcare,Open
