Job_ID,Job_Title,Company,Location,Salary,Experience,Skills,Education,Job_Type,Posted_Days_Ago,Applicants,Rating,Department,Industry,Status
1754,ML Engineer        ,VisionData  ,Indore    ,1009200,3-6    ,"Machine Learning, Python, Azure, SQL, Statistics              ",B.Tech,Remote    ,70,397,2.8,Data Engineering,IT        ,Closed 
1757,BI Developer       ,InsightIQ   ,Indore    ,938500,1-3    ,"NumPy, Tableau, Power BI                                      ",M.Tech,Contract  ,116,476,4.6,Business        ,Retail    ,Open   
1761,Data Engineer      ,InsightIQ   ,Bengaluru ,1154500,0-2    ,"SQL, Machine Learning, NumPy, Azure                           ",BCA   ,Contract  ,38,174,4.6,Business        ,IT        ,Open   
1762,Data Engineer      ,InsightIQ   ,Indore    ,1261600,5+     ,"Statistics, Tableau, Pandas, Python, Excel                    ",BSc   ,Internship,84,101,4.4,IT              ,IT        ,On Hold
1764,SQL Developer      ,AnalyticsHub,Indore    ,1199700,5+     ,"Excel, SQL, Tableau, Machine Learning, Pandas                 ",BCA   ,Remote    ,123,302,4.4,IT              ,Healthcare,Open   
1765,SQL Developer      ,DataCorp    ,Bhopal    ,1020600,5+     ,"SQL, Azure, Pandas, Tableau                                   ",B.Tech,Full Time ,174,290,3.5,AI              ,Finance   ,Closed 
1767,Business Analyst   ,ByteWorks   ,Hyderabad ,839600,1-3    ,"Excel, NumPy, Power BI, Statistics                            ",B.Tech,Full Time ,119,496,3.8,Data Engineering,Finance   ,On Hold
1768,Business Analyst   ,SmartSoft   ,Pune      ,636600,Fresher,"Machine Learning, Python, Excel                               ",BSc   ,Remote    ,101,242,3.6,Business        ,IT        ,On Hold
1770,Data Analyst       ,SmartSoft   ,Bengaluru ,953400,5+     ,"Azure, Excel, SQL, Power BI, Machine Learning                 ",B.Tech,Contract  ,67,112,2.5,Analytics       ,IT        ,Closed 
1775,BI Developer       ,AnalyticsHub,Delhi     ,1139400,3-6    ,"NumPy, Python, Tableau                                        ",MCA   ,Contract  ,117,241,4.3,Business        ,Healthcare,Open   
1779,BI Developer       ,InsightIQ   ,Bhopal    ,576100,Fresher,"SQL, Statistics, Tableau                                      ",MCA   ,Internship,119,285,4.2,Business        ,IT        ,Closed 
1783,Data Scientist     ,DataCorp    ,Bhopal    ,1041400,0-2    ,"NumPy, Pandas, SQL                                            ",M.Tech,Full Time ,85,157,3.8,Analytics       ,Healthcare,Closed 
1786,Business Analyst   ,TechNova    ,Mumbai    ,1049100,3-6    ,"SQL, Python, Power BI, Pandas, Azure, Excel                   ",MCA   ,Remote    ,40,458,3.2,AI              ,E-commerce,Closed 
1796,Data Engineer      ,DataCorp    ,Delhi     ,1006700,1-3    ,"Power BI, NumPy, Pandas                                       ",M.Tech,Contract  ,151,451,3.7,Data Engineering,Retail    ,Open   
1799,ML Engineer        ,SmartSoft   ,Chennai   ,743000,1-3    ,"Excel, Pandas, SQL, Statistics                                ",BSc   ,Contract  ,172,52,4.2,IT              ,Finance   ,Closed 
1800,Data Analyst       ,VisionData  ,Mumbai    ,663300,Fresher,"Statistics, NumPy, Python, Power BI, Machine Learning, Tableau",B.Tech,Remote    ,68,20,3.7,Business        ,E-commerce,Open   
1804,Business Analyst   ,VisionData  ,Delhi     ,762100,0-2    ,"Power BI, Pandas, Python, NumPy, Machine Learning             ",BCA   ,Full Time ,153,421,4.7,IT              ,Healthcare,Closed 
1805,Data Engineer      ,FutureAI    ,Indore    ,964100,Fresher,"Tableau, Python, Excel, Statistics, NumPy                     ",BCA   ,Remote    ,53,473,2.9,Analytics       ,Finance   ,On Hold
1806,Business Analyst   ,TechNova    ,Delhi     ,1164000,3-6    ,"Excel, SQL, Machine Learning, Python, Pandas                  ",BCA   ,Full Time ,77,270,4.7,Analytics       ,E-commerce,Open   
1808,Business Analyst   ,VisionData  ,Bengaluru ,779100,Fresher,"Machine Learning, SQL, Power BI                               ",BCA   ,Contract  ,25,258,3.4,AI              ,Healthcare,On Hold
1816,ML Engineer        ,ByteWorks   ,Chennai   ,1158400,5+     ,"Machine Learning, Pandas, Power BI, Python, Excel             ",MCA   ,Remote    ,130,27,3.9,Data Engineering,Healthcare,Open   
1818,Data Scientist     ,VisionData  ,Indore    ,1159400,3-6    ,"Excel, Pandas, Statistics, Python                             ",M.Tech,Contract  ,165,347,2.6,Analytics       ,IT        ,Closed 
1819,Data Analyst       ,InsightIQ   ,Delhi     ,618800,1-3    ,"Statistics, Excel, SQL, Python, Pandas                        ",B.Tech,Full Time ,156,362,3.0,IT              ,Finance   ,On Hold
1821,Business Analyst   ,FutureAI    ,Pune      ,1031800,5+     ,"Excel, Tableau, Power BI, Machine Learning, Python, Statistics",MCA   ,Remote    ,74,246,3.2,Business        ,Healthcare,Closed 
1824,Power BI Developer ,FutureAI    ,Delhi     ,1182500,2-5    ,"Power BI, Excel, Tableau, Python, SQL                         ",MCA   ,Full Time ,31,338,5.0,IT              ,Finance   ,On Hold
1825,Data Analyst       ,AnalyticsHub,Chennai   ,550400,0-2    ,"Excel, Power BI, Tableau, Azure                               ",BCA   ,Remote    ,180,285,4.4,Analytics       ,Retail    ,On Hold
1828,BI Developer       ,VisionData  ,Mumbai    ,752300,0-2    ,"Pandas, Excel, Power BI, Statistics                           ",BSc   ,Contract  ,45,21,2.7,IT              ,IT        ,On Hold
1830,Business Analyst   ,InsightIQ   ,Chennai   ,782500,2-5    ,"Statistics, Machine Learning, Python, Tableau, NumPy          ",MCA   ,Internship,47,437,3.7,Data Engineering,IT        ,Closed 
1831,SQL Developer      ,TechNova    ,Indore    ,606200,1-3    ,"Excel, Azure, SQL, Python                                     ",BCA   ,Internship,154,41,3.8,AI              ,Retail    ,On Hold
1832,SQL Developer      ,TechNova    ,Pune      ,857300,1-3    ,"Azure, Pandas, Machine Learning, Tableau, Statistics          ",M.Tech,Remote    ,24,490,2.8,AI              ,Finance   ,Closed 
1834,Business Analyst   ,TechNova    ,Bengaluru ,542000,0-2    ,"Tableau, Machine Learning, Excel, Pandas, NumPy, Python       ",B.Tech,Internship,113,144,3.1,Analytics       ,Finance   ,Closed 
1835,Power BI Developer ,ByteWorks   ,Mumbai    ,1203900,3-6    ,"Pandas, Machine Learning, Azure, NumPy, Python, SQL           ",B.Tech,Remote    ,37,128,3.6,AI              ,Healthcare,Open   
1836,Business Analyst   ,SmartSoft   ,Mumbai    ,691000,Fresher,"NumPy, Power BI, Python, Machine Learning, SQL, Excel         ",B.Tech,Full Time ,91,462,4.4,Business        ,E-commerce,Closed 
1837,Business Analyst   ,DataCorp    ,Bhopal    ,552400,Fresher,"Pandas, Python, Machine Learning                              ",MCA   ,Remote    ,176,306,3.0,IT              ,Finance   ,Closed 
1840,ML Engineer        ,FutureAI    ,Delhi     ,563600,Fresher,"Machine Learning, Tableau, Python                             ",BSc   ,Internship,57,213,3.0,IT              ,IT        ,Closed 
1842,ML Engineer        ,AnalyticsHub,Chennai   ,695000,Fresher,"NumPy, Python, SQL, Pandas, Azure                             ",MCA   ,Contract  ,97,270,2.8,Business        ,E-commerce,Closed 
1843,Data Analyst       ,DataCorp    ,Indore    ,1092800,5+     ,"Python, Machine Learning, SQL, Excel, Statistics              ",BSc   ,Contract  ,150,42,4.4,Data Engineering,E-commerce,Open   
1844,BI Developer       ,FutureAI    ,Indore    ,991200,2-5    ,"SQL, NumPy, Excel, Statistics                                 ",BSc   ,Contract  ,90,423,2.9,AI              ,E-commerce,Open   
1846,Data Scientist     ,VisionData  ,Indore    ,1428700,5+     ,"Pandas, Python, Power BI, Azure                               ",B.Tech,Full Time ,155,453,4.8,IT              ,Retail    ,Open   
1849,Business Analyst   ,InsightIQ   ,Indore    ,633900,1-3    ,"Python, NumPy, Statistics, SQL, Machine Learning, Power BI    ",B.Tech,Internship,94,205,3.1,Data Engineering,Retail    ,Closed 
1852,Power BI Developer ,SmartSoft   ,Bhopal    ,946700,3-6    ,"Python, Pandas, Tableau, Excel                                ",B.Tech,Remote    ,149,294,3.0,AI              ,Finance   ,On Hold
1853,Data Analyst       ,ByteWorks   ,Delhi     ,830000,3-6    ,"Excel, SQL, Azure                                             ",BCA   ,Remote    ,95,118,3.1,AI              ,Finance   ,Closed 
1855,Data Scientist     ,SmartSoft   ,Chennai   ,1397800,3-6    ,"SQL, NumPy, Excel, Tableau, Azure                             ",MCA   ,Contract  ,2,406,3.1,AI              ,Retail    ,Closed 
1857,Business Analyst   ,SmartSoft   ,Pune      ,682400,Fresher,"Statistics, SQL, Azure, Machine Learning                      ",M.Tech,Contract  ,131,17,4.3,IT              ,Retail    ,On Hold
1858,Power BI Developer ,VisionData  ,Chennai   ,730800,Fresher,"NumPy, Machine Learning, Pandas, SQL, Tableau                 ",M.Tech,Contract  ,83,8,3.5,AI              ,Finance   ,On Hold
1859,SQL Developer      ,SmartSoft   ,Bengaluru ,1203600,3-6    ,"Tableau, SQL, Python, Pandas, Machine Learning                ",BCA   ,Contract  ,71,430,4.0,Analytics       ,IT        ,Open   
1860,ML Engineer        ,InsightIQ   ,Hyderabad ,948100,1-3    ,"Statistics, Azure, Pandas                                     ",MCA   ,Contract  ,53,270,3.3,Data Engineering,IT        ,Open   
1864,Business Analyst   ,TechNova    ,Pune      ,801100,0-2    ,"SQL, Pandas, Excel, Power BI, Azure                           ",BSc   ,Full Time ,124,173,3.5,Business        ,E-commerce,Open   
1865,ML Engineer        ,AnalyticsHub,Delhi     ,953100,2-5    ,"Pandas, Tableau, SQL, Statistics, Machine Learning            ",BSc   ,Full Time ,35,265,3.4,Data Engineering,IT        ,Closed 
1867,BI Developer       ,TechNova    ,Bhopal    ,728500,0-2    ,"Tableau, Power BI, Azure                                      ",M.Tech,Contract  ,177,360,3.5,Data Engineering,E-commerce,Open   
1868,Business Analyst   ,TechNova    ,Bhopal    ,1014300,2-5    ,"Tableau, Power BI, Pandas                                     ",BSc   ,Full Time ,38,26,4.0,Data Engineering,Healthcare,On Hold
1869,Business Analyst   ,SmartSoft   ,Pune      ,819500,Fresher,"Pandas, Statistics, Azure, Excel, Power BI                    ",M.Tech,Full Time ,63,338,3.5,AI              ,E-commerce,Open   
1870,Data Scientist     ,DataCorp    ,Hyderabad ,1056400,Fresher,"Tableau, Azure, SQL, Power BI, NumPy, Machine Learning        ",M.Tech,Contract  ,35,111,2.8,Business        ,E-commerce,Open   
1871,BI Developer       ,VisionData  ,Pune      ,1030400,2-5    ,"Tableau, Power BI, Azure, Machine Learning                    ",MCA   ,Full Time ,161,124,5.0,IT              ,IT        ,Open   
1872,SQL Developer      ,SmartSoft   ,Delhi     ,550200,Fresher,"Excel, Tableau, Power BI, SQL, Statistics                     ",BSc   ,Internship,158,470,4.3,Data Engineering,E-commerce,Closed 
1873,Data Analyst       ,SmartSoft   ,Mumbai    ,859600,0-2    ,"Pandas, NumPy, Tableau, Python, Statistics, Excel             ",BSc   ,Full Time ,5,123,4.6,Analytics       ,Healthcare,Open   
1874,Data Engineer      ,FutureAI    ,Pune      ,1300500,2-5    ,"Azure, NumPy, Power BI                                        ",BSc   ,Contract  ,16,223,4.4,Data Engineering,E-commerce,On Hold
1876,BI Developer       ,InsightIQ   ,Hyderabad ,836100,1-3    ,"Excel, Power BI, NumPy, Tableau, Machine Learning, Azure      ",MCA   ,Internship,20,266,4.0,AI              ,E-commerce,Open   
1877,Data Engineer      ,AnalyticsHub,Bengaluru ,1341400,5+     ,"SQL, Pandas, Power BI                                         ",MCA   ,Full Time ,88,3,4.5,Analytics       ,Retail    ,Closed 
1881,Data Engineer      ,TechNova    ,Bengaluru ,911500,Fresher,"Pandas, Excel, Azure, NumPy                                   ",MCA   ,Internship,127,452,4.8,IT              ,Finance   ,Open   
1882,ML Engineer        ,InsightIQ   ,Hyderabad ,1226000,5+     ,"Power BI, Pandas, NumPy, Statistics, Tableau                  ",M.Tech,Full Time ,35,264,2.7,Analytics       ,E-commerce,On Hold
1887,Data Analyst       ,VisionData  ,Mumbai    ,564600,Fresher,"NumPy, Tableau, Excel, Machine Learning, SQL                  ",B.Tech,Full Time ,75,431,3.5,Analytics       ,IT        ,On Hold
1890,SQL Developer      ,InsightIQ   ,Indore    ,783900,1-3    ,"Power BI, Excel, SQL                                          ",M.Tech,Remote    ,57,19,3.2,Analytics       ,E-commerce,Closed 
1895,Business Analyst   ,DataCorp    ,Indore    ,1271600,5+     ,"NumPy, Statistics, Pandas                                     ",B.Tech,Remote    ,35,347,4.2,AI              ,IT        ,On Hold
1899,SQL Developer      ,SmartSoft   ,Pune      ,743900,1-3    ,"Tableau, Python, Excel, Machine Learning, Statistics, Power BI",MCA   ,Internship,72,239,2.6,Data Engineering,IT        ,Open   
1900,Data Scientist     ,FutureAI    ,Mumbai    ,1529700,5+     ,"Python, SQL, Pandas, NumPy                                    ",MCA   ,Contract  ,24,261,4.5,IT              ,Retail    ,Closed 
1905,Data Scientist     ,FutureAI    ,Bengaluru ,933700,Fresher,"Machine Learning, Statistics, Power BI, Excel, Tableau, SQL   ",BCA   ,Internship,34,99,3.4,AI              ,E-commerce,Open   
1906,Data Analyst       ,ByteWorks   ,Indore    ,773300,Fresher,"Statistics, Python, Excel, Machine Learning, Pandas           ",MCA   ,Contract  ,11,446,3.7,Data Engineering,IT        ,On Hold
1909,Business Analyst   ,DataCorp    ,Indore    ,709000,Fresher,"Statistics, Machine Learning, Tableau, Azure                  ",BSc   ,Full Time ,119,80,4.6,AI              ,Healthcare,On Hold
1910,Business Analyst   ,FutureAI    ,Chennai   ,508900,Fresher,"Azure, Pandas, Python, NumPy                                  ",MCA   ,Internship,101,487,2.8,Analytics       ,Retail    ,Closed 
1911,BI Developer       ,AnalyticsHub,Bengaluru ,812300,1-3    ,"SQL, Pandas, Python, Azure                                    ",BCA   ,Remote    ,142,293,3.4,IT              ,Retail    ,Open   
1914,Data Scientist     ,InsightIQ   ,Delhi     ,1049700,0-2    ,"Tableau, Python, Azure, Statistics, Power BI, Excel           ",M.Tech,Full Time ,31,493,2.5,Analytics       ,Finance   ,On Hold
1917,BI Developer       ,VisionData  ,Delhi     ,571300,Fresher,"Pandas, Python, NumPy, Excel                                  ",BSc   ,Internship,127,34,3.4,AI              ,Retail    ,Open   
1920,Business Analyst   ,TechNova    ,Chennai   ,767200,Fresher,"Pandas, Statistics, Python, NumPy                             ",BCA   ,Full Time ,133,299,4.6,AI              ,Healthcare,Open   
1921,Data Scientist     ,ByteWorks   ,Chennai   ,1213100,1-3    ,"Azure, Machine Learning, Pandas, NumPy                        ",B.Tech,Remote    ,92,228,4.5,Analytics       ,Finance   ,Open   
1923,Data Engineer      ,DataCorp    ,Bengaluru ,985500,1-3    ,"NumPy, Machine Learning, Azure, Power BI, Pandas, Tableau     ",B.Tech,Contract  ,158,424,4.8,IT              ,Finance   ,Closed 
1929,Business Analyst   ,SmartSoft   ,Hyderabad ,903900,1-3    ,"Azure, Power BI, Pandas, Machine Learning, Tableau, SQL       ",MCA   ,Full Time ,36,186,3.5,Business        ,Finance   ,Open   
1931,ML Engineer        ,TechNova    ,Hyderabad ,616800,1-3    ,"Machine Learning, NumPy, Excel                                ",B.Tech,Internship,163,207,3.3,IT              ,Finance   ,On Hold
1933,SQL Developer      ,FutureAI    ,Bengaluru ,936000,0-2    ,"Excel, NumPy, Python, Statistics                              ",MCA   ,Remote    ,21,338,4.3,Business        ,Finance   ,On Hold
1940,Power BI Developer ,FutureAI    ,Indore    ,789600,Fresher,"Python, Pandas, Power BI, Tableau, Statistics                 ",MCA   ,Remote    ,35,156,3.5,Business        ,Finance   ,On Hold
1941,Data Scientist     ,AnalyticsHub,Hyderabad ,1015600,0-2    ,"Excel, Power BI, SQL                                          ",B.Tech,Full Time ,27,471,2.8,Data Engineering,Healthcare,On Hold
1943,Data Engineer      ,DataCorp    ,Chennai   ,997800,3-6    ,"Excel, Pandas, NumPy, Power BI, Statistics                    ",M.Tech,Internship,166,256,3.6,Analytics       ,Finance   ,Closed 
1947,Data Engineer      ,DataCorp    ,Indore    ,1452200,5+     ,"Python, Excel, NumPy, SQL                                     ",BSc   ,Contract  ,97,87,4.6,AI              ,Retail    ,On Hold
1948,ML Engineer        ,AnalyticsHub,Mumbai    ,562500,Fresher,"Power BI, Python, SQL, Excel                                  ",M.Tech,Internship,73,96,4.3,Business        ,Finance   ,Closed 
1950,ML Engineer        ,InsightIQ   ,Indore    ,859400,Fresher,"Machine Learning, Python, NumPy, Power BI                     ",M.Tech,Remote    ,6,71,3.2,Analytics       ,Healthcare,Open   
1951,ML Engineer        ,ByteWorks   ,Hyderabad ,620300,0-2    ,"Python, Azure, NumPy                                          ",MCA   ,Remote    ,161,329,3.1,Business        ,Healthcare,Closed 
1952,Data Engineer      ,ByteWorks   ,Bengaluru ,1181300,3-6    ,"NumPy, Pandas, SQL, Excel, Azure                              ",B.Tech,Contract  ,119,480,2.7,Business        ,Retail    ,Closed 
1953,BI Developer       ,InsightIQ   ,Chennai   ,1062300,5+     ,"Machine Learning, Excel, Statistics                           ",B.Tech,Internship,17,177,2.6,Analytics       ,Finance   ,Closed 
1959,Data Engineer      ,VisionData  ,Chennai   ,1226700,2-5    ,"Azure, Python, Statistics                                     ",BSc   ,Contract  ,103,189,3.9,Analytics       ,Retail    ,Open   
1961,Data Engineer      ,DataCorp    ,Chennai   ,1133200,2-5    ,"Excel, Machine Learning, SQL, Azure, Power BI, Pandas         ",M.Tech,Remote    ,91,360,4.5,AI              ,E-commerce,Closed 
1967,Power BI Developer ,TechNova    ,Bengaluru ,843500,0-2    ,"Pandas, Azure, Statistics, Excel, Tableau                     ",M.Tech,Remote    ,129,81,4.7,AI              ,IT        ,On Hold
1969,ML Engineer        ,AnalyticsHub,Bengaluru ,1080300,5+     ,"Pandas, Statistics, Power BI, Excel, Python                   ",BSc   ,Remote    ,106,203,2.8,AI              ,IT        ,Closed 
1971,ML Engineer        ,AnalyticsHub,Bhopal    ,1165100,3-6    ,"Azure, Machine Learning, Pandas, NumPy, Python, SQL           ",BCA   ,Full Time ,31,202,3.9,IT              ,Healthcare,Closed 
1972,Data Analyst       ,DataCorp    ,Pune      ,658000,0-2    ,"Azure, SQL, Power BI, Machine Learning, Statistics, Excel     ",B.Tech,Full Time ,98,110,2.7,AI              ,Finance   ,Open   
1975,Data Scientist     ,SmartSoft   ,Delhi     ,887500,Fresher,"NumPy, Machine Learning, Pandas, Tableau, Statistics, Python  ",BSc   ,Internship,44,480,3.2,AI              ,E-commerce,Open   
1977,ML Engineer        ,FutureAI    ,Bhopal    ,721200,0-2    ,"Python, Tableau, Azure, NumPy                                 ",BCA   ,Internship,28,194,4.2,Analytics       ,IT        ,Closed 
1980,Data Analyst       ,InsightIQ   ,Mumbai    ,482600,Fresher,"SQL, Pandas, NumPy                                            ",BSc   ,Internship,129,203,4.7,IT              ,Retail    ,Closed 
1981,SQL Developer      ,ByteWorks   ,Hyderabad ,1082200,5+     ,"Python, Power BI, Statistics, Azure                           ",B.Tech,Contract  ,172,6,3.4,IT              ,IT        ,On Hold
1982,BI Developer       ,ByteWorks   ,Pune      ,946500,3-6    ,"SQL, Python, Machine Learning, Statistics, Excel              ",BSc   ,Remote    ,125,228,2.7,Business        ,E-commerce,Closed 
1983,SQL Developer      ,VisionData  ,Bengaluru ,1187800,5+     ,"NumPy, Azure, Python, Machine Learning, Statistics, Tableau   ",BSc   ,Full Time ,86,478,3.8,AI              ,Healthcare,On Hold
1986,SQL Developer      ,TechNova    ,Delhi     ,811900,1-3    ,"SQL, NumPy, Tableau                                           ",M.Tech,Contract  ,112,290,3.6,Data Engineering,E-commerce,Closed 
1987,BI Developer       ,FutureAI    ,Bhopal    ,744200,0-2    ,"SQL, Power BI, Tableau, Pandas                                ",M.Tech,Full Time ,147,31,4.8,Analytics       ,Healthcare,Closed 
1988,BI Developer       ,VisionData  ,Indore    ,665000,Fresher,"NumPy, Pandas, Azure, Excel, Statistics, Python               ",MCA   ,Full Time ,145,78,4.5,Business        ,Retail    ,Closed 
1989,Data Analyst       ,FutureAI    ,Mumbai    ,537200,0-2    ,"SQL, NumPy, Statistics, Pandas, Python                        ",BSc   ,Remote    ,129,447,2.9,Business        ,Finance   ,Closed 
1993,Power BI Developer ,VisionData  ,Hyderabad ,896300,0-2    ,"Excel, Azure, Tableau, Python, Statistics                     ",BSc   ,Full Time ,29,134,4.2,IT              ,IT        ,Closed 
1996,Business Analyst   ,DataCorp    ,Hyderabad ,724500,2-5    ,"Power BI, Tableau, Pandas, SQL, Statistics                    ",BSc   ,Remote    ,164,312,2.9,AI              ,Retail    ,Closed 
1999,SQL Developer      ,VisionData  ,Pune      ,789600,1-3    ,"Power BI, Tableau, Pandas                                     ",BCA   ,Full Time ,162,36,4.8,Business        ,IT        ,Closed 
2000,SQL Developer      ,FutureAI    ,Bhopal    ,702200,Fresher,"Azure, Pandas, SQL, Machine Learning, Python, Excel           ",BCA   ,Full Time ,132,467,3.7,Analytics       ,Retail    ,Closed 
2001,Data Scientist     ,DataCorp    ,Pune      ,1014300,1-3    ,"Pandas, SQL, Tableau                                          ",B.Tech,Internship,48,41,3.5,Analytics       ,Healthcare,Open   
2005,Data Engineer      ,ByteWorks   ,Hyderabad ,990400,2-5    ,"Pandas, Excel, NumPy, Machine Learning, Tableau, Azure        ",M.Tech,Remote    ,168,420,4.0,Data Engineering,Finance   ,Closed 
2006,BI Developer       ,DataCorp    ,Mumbai    ,557500,Fresher,"Pandas, Python, NumPy, Power BI, Machine Learning, Statistics ",BSc   ,Internship,145,28,4.9,AI              ,Retail    ,On Hold
2014,Data Analyst       ,VisionData  ,Hyderabad ,738800,0-2    ,"Pandas, Power BI, Python, Statistics                          ",BSc   ,Remote    ,19,35,3.8,Business        ,E-commerce,Closed 
2019,ML Engineer        ,AnalyticsHub,Hyderabad ,1105500,5+     ,"Machine Learning, Excel, Statistics, Pandas, Python           ",B.Tech,Internship,93,347,4.4,Analytics       ,Healthcare,On Hold
2024,Power BI Developer ,SmartSoft   ,Mumbai    ,964400,1-3    ,"Python, Tableau, SQL                                          ",BSc   ,Remote    ,2,403,2.7,Data Engineering,Retail    ,Closed 
2027,SQL Developer      ,ByteWorks   ,Bengaluru ,1148700,5+     ,"SQL, Pandas, Tableau, Power BI                                ",BCA   ,Internship,32,389,3.9,Business        ,Retail    ,On Hold
2030,Data Engineer      ,VisionData  ,Delhi     ,675300,Fresher,"Pandas, Excel, Power BI, SQL, NumPy                           ",M.Tech,Internship,20,485,2.9,Business        ,E-commerce,Closed 
2032,Data Scientist     ,InsightIQ   ,Chennai   ,1231000,1-3    ,"Power BI, Machine Learning, SQL, Excel                        ",MCA   ,Full Time ,28,249,3.5,Analytics       ,E-commerce,Open   
2037,Power BI Developer ,VisionData  ,Delhi     ,1047100,2-5    ,"Statistics, SQL, NumPy, Excel                                 ",BCA   ,Remote    ,166,368,4.8,AI              ,Retail    ,Open   
2039,ML Engineer        ,InsightIQ   ,Bengaluru ,986000,5+     ,"NumPy, Machine Learning, Excel, Power BI                      ",BSc   ,Internship,176,229,4.9,AI              ,Retail    ,Closed 
2041,Business Analyst   ,TechNova    ,Bhopal    ,803500,1-3    ,"Statistics, SQL, Machine Learning, Azure, NumPy               ",B.Tech,Contract  ,150,239,3.6,Business        ,Healthcare,On Hold
2044,Data Engineer      ,ByteWorks   ,Delhi     ,1296800,5+     ,"Machine Learning, Azure, Python, Pandas, Statistics, NumPy    ",MCA   ,Internship,36,484,3.0,AI              ,E-commerce,Open   
2046,Business Analyst   ,TechNova    ,Delhi     ,1003400,2-5    ,"Python, Excel, Statistics, Tableau                            ",MCA   ,Remote    ,56,226,2.9,Analytics       ,Finance   ,On Hold
2047,SQL Developer      ,DataCorp    ,Indore    ,798000,1-3    ,"Excel, Tableau, Statistics, NumPy, SQL, Azure                 ",MCA   ,Contract  ,125,412,3.2,IT              ,E-commerce,Closed 
2049,Data Engineer      ,AnalyticsHub,Bhopal    ,780400,0-2    ,"Python, Machine Learning, Pandas, Tableau                     ",M.Tech,Internship,108,429,4.7,IT              ,Healthcare,Closed 
2050,BI Developer       ,VisionData  ,Bhopal    ,767200,Fresher,"Statistics, Python, Azure, Tableau, Power BI, Pandas          ",BSc   ,Remote    ,3,20,2.6,Data Engineering,IT        ,Open   
2052,ML Engineer        ,InsightIQ   ,Bhopal    ,960500,0-2    ,"Excel, SQL, Machine Learning                                  ",B.Tech,Contract  ,75,64,4.8,Data Engineering,Healthcare,On Hold
2053,Data Engineer      ,FutureAI    ,Indore    ,983700,3-6    ,"Machine Learning, SQL, Statistics, Python                     ",BSc   ,Internship,169,295,3.2,IT              ,Healthcare,On Hold
2060,Data Engineer      ,SmartSoft   ,Bengaluru ,850000,Fresher,"Machine Learning, SQL, Tableau, Power BI, Statistics          ",BSc   ,Internship,82,71,4.3,Data Engineering,E-commerce,Open   
2063,ML Engineer        ,InsightIQ   ,Indore    ,946000,1-3    ,"Python, Excel, Tableau, Machine Learning, Pandas, Power BI    ",M.Tech,Contract  ,35,142,4.4,Business        ,IT        ,Closed 
2068,Data Analyst       ,AnalyticsHub,Pune      ,979000,3-6    ,"SQL, Tableau, Python, NumPy                                   ",BCA   ,Remote    ,121,97,3.3,AI              ,E-commerce,Open   
2070,ML Engineer        ,TechNova    ,Pune      ,795300,Fresher,"Pandas, Tableau, Excel, Power BI, NumPy                       ",BSc   ,Remote    ,45,266,4.0,AI              ,Retail    ,Closed 
2073,BI Developer       ,ByteWorks   ,Mumbai    ,1032300,1-3    ,"Pandas, Azure, Excel                                          ",B.Tech,Contract  ,0,273,4.1,Business        ,E-commerce,Closed 
2078,BI Developer       ,SmartSoft   ,Mumbai    ,957900,1-3    ,"SQL, Tableau, Machine Learning, Azure, Pandas, NumPy          ",BSc   ,Full Time ,43,288,4.8,Data Engineering,Finance   ,Closed 
2079,Data Engineer      ,InsightIQ   ,Pune      ,1451700,3-6    ,"Power BI, Python, Azure, Tableau                              ",M.Tech,Contract  ,35,56,4.6,Business        ,E-commerce,Open   
2080,Data Engineer      ,TechNova    ,Chennai   ,1272800,5+     ,"Power BI, Pandas, Statistics                                  ",BCA   ,Internship,71,383,4.8,Analytics       ,Finance   ,On Hold
2081,SQL Developer      ,FutureAI    ,Delhi     ,593900,Fresher,"Excel, Python, Azure, Pandas, Machine Learning                ",BCA   ,Internship,143,117,3.8,AI              ,Healthcare,Open   
2086,Data Analyst       ,AnalyticsHub,Delhi     ,672600,3-6    ,"Pandas, Python, Tableau, Azure, Excel, Power BI               ",M.Tech,Internship,128,327,2.9,IT              ,E-commerce,On Hold
2087,Business Analyst   ,VisionData  ,Mumbai    ,1027300,2-5    ,"Python, Tableau, Excel, Statistics, SQL                       ",MCA   ,Contract  ,33,353,4.8,Business        ,E-commerce,Closed 
2093,Power BI Developer ,ByteWorks   ,Chennai   ,853400,0-2    ,"Power BI, SQL, NumPy, Machine Learning, Excel, Python         ",BCA   ,Remote    ,63,157,4.4,Analytics       ,IT        ,Closed 
2097,Data Analyst       ,VisionData  ,Bengaluru ,437300,Fresher,"Python, NumPy, Machine Learning, Excel, Azure                 ",B.Tech,Remote    ,155,248,2.9,Business        ,E-commerce,On Hold
2100,Power BI Developer ,TechNova    ,Bhopal    ,606500,2-5    ,"Pandas, NumPy, Statistics                                     ",BSc   ,Internship,179,10,3.1,IT              ,Healthcare,Closed 
2104,Data Analyst       ,AnalyticsHub,Delhi     ,788700,3-6    ,"Power BI, Machine Learning, Pandas, Python, Azure, Excel      ",B.Tech,Remote    ,177,464,2.8,AI              ,IT        ,On Hold
2106,Power BI Developer ,FutureAI    ,Hyderabad ,693300,1-3    ,"Machine Learning, Excel, Power BI                             ",BCA   ,Internship,128,381,3.6,Analytics       ,Retail    ,On Hold
